Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Population municipale 2021
24423;Saint-Julien-Innocence-Eulalie;311
24424;Saint-Jean-d'Ataux;135
24425;Saint-Jean-de-Côle;366
24426;Saint-Jean-d'Estissac;160
24428;Saint-Jory-de-Chalais;562
24429;Saint-Jory-las-Bloux;239
24432;Saint-Julien-de-Lampon;650
24434;Saint-Just;147
24436;Saint-Laurent-des-Hommes;1031
24437;Saint-Laurent-des-Vignes;1001
24438;Saint-Laurent-la-Vallée;234
24441;Saint-Léon-d'Issigeac;145
24442;Saint-Léon-sur-l'Isle;2051
24443;Saint-Léon-sur-Vézère;426
24444;Saint-Louis-en-l'Isle;305
24445;Saint-Marcel-du-Périgord;141
24446;Saint-Marcory;52
24448;Saint-Martial-d'Albarède;480
24449;Saint-Martial-d'Artenset;943
24450;Saint-Martial-de-Nabirat;570
24451;Saint-Martial-de-Valette;800
24452;Saint-Martial-Viveyrol;185
24453;Saint-Martin-de-Fressengeas;362
24454;Saint-Martin-de-Gurson;645
24455;Saint-Martin-de-Ribérac;734
24456;Saint-Martin-des-Combes;200
24457;Saint-Martin-l'Astier;140
24458;Saint-Martin-le-Pin;268
24459;Saint-Mayme-de-Péreyrol;284
24460;Saint-Méard-de-Drône;494
24461;Saint-Méard-de-Gurçon;808
24462;Saint-Médard-de-Mussidan;1648
24463;Saint-Médard-d'Excideuil;544
24464;Saint-Mesmin;325
24465;Saint-Michel-de-Double;231
24466;Saint-Michel-de-Montaigne;322
24468;Saint-Michel-de-Villadeix;299
24470;Sainte-Mondane;287
24471;Sainte-Nathalène;638
24472;Saint-Nexans;993
24473;Sainte-Orse;352
24474;Saint-Pancrace;154
24476;Saint-Pantaly-d'Excideuil;159
24477;Saint-Pardoux-de-Drône;192
24478;Saint-Pardoux-et-Vielvic;189
24479;Saint-Pardoux-la-Rivière;1169
24480;Saint-Paul-de-Serre;323
24481;Saint-Paul-la-Roche;523
24482;Saint-Paul-Lizonne;279
24483;Saint-Perdoux;143
24484;Saint-Pierre-de-Chignac;917
24485;Saint-Pierre-de-Côle;424
24486;Saint-Pierre-de-Frugie;444
24487;Saint-Pierre-d'Eyraud;1808
24488;Saint-Pompon;353
24489;Saint-Priest-les-Fougères;371
24490;Saint Privat en Périgord;1120
24491;Saint-Rabier;583
24492;Sainte-Radegonde;71
24493;Saint-Raphaël;93
24494;Saint-Rémy;502
24495;Saint-Romain-de-Monpazier;112
24496;Saint-Romain-et-Saint-Clément;328
24498;Saint-Saud-Lacoussière;821
24499;Saint-Sauveur;859
24500;Saint-Sauveur-Lalande;148
24501;Saint-Seurin-de-Prats;472
24502;Saint-Séverin-d'Estissac;90
24504;Saint-Sulpice-de-Roumagnac;286
24505;Saint-Sulpice-d'Excideuil;359
24507;Sainte-Trie;112
24508;Saint-Victor;211
24509;Saint-Vincent-de-Connezac;669
24510;Saint-Vincent-de-Cosse;376
24511;Saint-Vincent-Jalmoutiers;238
24512;Saint-Vincent-le-Paluel;293
24513;Saint-Vincent-sur-l'Isle;311
24514;Saint-Vivien;241
24515;Salagnac;721
24516;Salignac-Eyvigues;1185
24517;Salles-de-Belvès;76
24518;Salon;290
24519;Sarlande;427
24520;Sarlat-la-Canéda;8812
24521;Sarliac-sur-l'Isle;1037
24522;Sarrazac;360
24523;Saussignac;418
24524;Savignac-de-Miremont;176
24525;Savignac-de-Nontron;199
24526;Savignac-Lédrier;715
24527;Savignac-les-Églises;950
24528;Sceau-Saint-Angel;128
24529;Segonzac;202
24531;Sergeac;213
24532;Serres-et-Montguyard;243
24533;Servanches;78
24534;Sigoulès-et-Flaugeac;1221
24535;Simeyrols;254
24536;Singleyrac;313
24537;Siorac-de-Ribérac;254
24538;Siorac-en-Périgord;1067
24540;Sorges et Ligueux en Périgord;1612
24541;Soudat;97
24542;Soulaures;72
24543;Sourzac;1118
24544;Tamniès;399
24545;Teillots;99
24546;Temple-Laguyon;35
24547;Terrasson-Lavilledieu;6261
24548;Teyjat;277
24549;Thénac;462
24550;Thenon;1257
24551;Thiviers;2865
24552;Thonac;262
24553;Tocane-Saint-Apre;1745
24554;La Tour-Blanche-Cercles;555
24555;Tourtoirac;636
24557;Trélissac;7268
24558;Trémolat;626
24559;Tursac;332
24560;Urval;113
24562;Vallereuil;266
24563;Valojoulx;284
24564;Vanxains;689
24565;Varaignes;362
24566;Varennes;462
24567;Vaunac;245
24568;Vélines;1052
24569;Vendoire;132
24570;Verdon;37
24571;Vergt;1731
24572;Vergt-de-Biron;189
24573;Verteillac;549
24574;Veyrignac;331
24575;Veyrines-de-Domme;234
24576;Veyrines-de-Vergt;246
24577;Vézac;511
24580;Villac;274
24581;Villamblard;889
24582;Villars;456
24584;Villefranche-de-Lonchat;958
24585;Villefranche-du-Périgord;666
24586;Villetoureix;902
24587;Vitrac;838
25001;Abbans-Dessous;246
25002;Abbans-Dessus;290
25003;Abbenans;320
25004;Abbévillers;1090
25005;Accolans;88
25006;Adam-lès-Passavant;88
25007;Adam-lès-Vercel;105
25008;Aibre;464
25009;Aïssey;163
25011;Allenjoie;738
25012;Les Alliés;171
25013;Allondans;245
25014;Amagney;941
25015;Amancey;719
25016;Amathay-Vésigneux;170
25017;Amondans;88
25018;Anteuil;605
25019;Appenans;384
25020;Arbouans;898
25021;Arc-et-Senans;1619
25022;Arcey;1484
25024;Arçon;936
25025;Arc-sous-Cicon;735
25026;Arc-sous-Montenot;225
25029;Aubonne;251
25030;Audeux;425
25031;Audincourt;13944
25032;Autechaux;429
25033;Autechaux-Roide;507
25035;Les Auxons;2510
25036;Avanne-Aveney;2235
25038;Avilley;157
25039;Avoudrey;941
25040;Badevel;801
25041;Bannans;368
25042;Le Barboux;225
25043;Bart;2010
25044;Bartherans;59
25045;Battenans-les-Mines;45
25046;Battenans-Varin;77
25047;Baume-les-Dames;4991
25048;Bavans;3585
25049;Belfays;135
25050;Le Bélieu;508
25051;Belleherbe;621
25052;Belmont;70
25053;Belvoir;92
25054;Berche;541
25055;Berthelange;361
25056;Besançon;119198
25057;Bethoncourt;5308
25058;Beure;1380
25059;Beutal;267
25060;Val-d'Usiers;2114
25061;Bief;114
25062;Le Bizot;300
25063;Blamont;1224
25065;Blarians;54
25066;Blussangeaux;82
25067;Blussans;190
25070;Bolandoz;374
25071;Bondeval;479
25072;Bonnal;20
25073;Bonnay;830
25074;Bonnétage;993
25075;Bonnevaux;411
25077;La Bosse;80
25078;Bouclans;1060
25079;Boujailles;452
25082;Bourguignon;884
25083;Bournois;190
25084;Boussières;1188
25085;Bouverans;420
25086;Braillans;206
25087;Branne;182
25088;Breconchaux;86
25089;Bremondans;101
25090;Brères;72
25091;Les Bréseux;480
25092;La Bretenière;70
25093;Bretigney;76
25094;Bretigney-Notre-Dame;120
25095;Bretonvillers;289
25096;Brey-et-Maison-du-Bois;171
25097;Brognard;476
25098;Buffard;193
25099;Bugny;239
25100;Bulle;494
25101;Burgille;573
25102;Burnevillers;49
25103;Busy;662
25104;By;86
25105;Byans-sur-Doubs;624
25106;Cademène;67
25107;Cendrey;197
25108;Cernay-l'Église;315
25109;Cessey;322
25110;Chaffois;1031
25111;Chalèze;377
25112;Chalezeule;1329
25113;Chamesey;140
25114;Chamesol;386
25115;Champagney;274
25116;Champlive;246
25117;Champoux;90
25119;Champvans-les-Moulins;318
25120;Chantrans;390
25121;Chapelle-des-Bois;260
25122;Chapelle-d'Huin;531
25124;Charmauvillers;280
25125;Charmoille;322
25126;Charnay;474
25127;Charquemont;2835
25129;Chassagne-Saint-Denis;120
25130;Châteauvieux-les-Fossés;10
25131;Châtelblanc;109
25132;Châtillon-Guyotte;140
25133;Châtillon-le-Duc;2020
25136;Chaucenne;517
25138;Les Terres-de-Chaux;124
25139;La Chaux;609
25141;Chaux-lès-Passavant;121
25142;Chaux-Neuve;328
25143;Chay;201
25145;Chazot;117
25147;Chemaudin et Vaux;2114
25148;La Chenalotte;515
25149;Chenecey-Buillon;502
25150;Chevigney-sur-l'Ognon;290
25151;Chevigney-lès-Vercel;138
25152;La Chevillotte;152
25153;Chevroz;136
25154;Chouzelot;258
25155;Cléron;295
25156;Pays-de-Clerval;1146
25157;La Cluse-et-Mijoux;1323
25159;Colombier-Fontaine;1195
25160;Les Combes;766
25161;Consolation-Maisonnettes;25
25162;Corcelles-Ferrières;213
25163;Corcelle-Mieslot;100
25164;Corcondray;145
25166;Côtebrune;87
25170;Courcelles-lès-Montbéliard;1405
25171;Courcelles;107
25172;Courchapon;236
25173;Cour-Saint-Maurice;148
25174;Courtefontaine;247
25175;Courtetain-et-Salans;91
25176;Courvières;321
25177;Crosey-le-Grand;144
25178;Crosey-le-Petit;122
25179;Le Crouzet;61
25180;Crouzet-Migette;116
25181;Cubrial;149
25182;Cubry;99
25183;Cusance;77
25184;Cuse-et-Adrisans;285
25185;Cussey-sur-Lison;68
25186;Cussey-sur-l'Ognon;1056
25187;Dambelin;501
25188;Dambenois;738
25189;Dammartin-les-Templiers;195
25190;Dampierre-les-Bois;1577
25191;Dampierre-sur-le-Doubs;453
25192;Dampjoux;167
25193;Damprichard;1829
25194;Dannemarie;118
25195;Dannemarie-sur-Crète;1549
25196;Dasle;1379
25197;Deluz;623
25198;Désandans;716
25199;Déservillers;339
25200;Devecey;1329
25201;Dommartin;789
25202;Dompierre-les-Tilleuls;299
25203;Domprel;178
25204;Doubs;3272
25207;Dung;613
25208;Durnes;191
25209;Échay;120
25210;Échenans;163
25211;Échevannes;87
25212;École-Valentin;2662
25213;Les Écorces;756
25214;Écot;491
25215;L'Écouvotte;92
25216;Écurcey;263
25217;Émagny;612
25218;Épenouse;167
25219;Épenoy;640
25220;Épeugney;607
25221;Esnans;64
25222;Étalans;1618
25223;Éternoz;324
25224;Étouvans;828
25225;Étrabonne;186
25226;Étrappe;209
25227;Étray;288
25228;Étupes;3715
25229;Évillers;393
25230;Exincourt;3245
25231;Eysson;120
25232;Faimbe;98
25233;Fallerans;285
25234;Ferrières-le-Lac;169
25235;Ferrières-les-Bois;323
25236;Fertans;309
25237;Fesches-le-Châtel;2164
25238;Fessevillers;160
25239;Feule;185
25240;Les Fins;3109
25241;Flagey;137
25242;Flagey-Rigney;128
25243;Flangebouche;826
25244;Fleurey;85
25245;Fontain;1211
25246;Fontaine-lès-Clerval;264
25247;Fontenelle-Montby;82
25248;Les Fontenelles;526
25249;Fontenotte;62
25251;Fourbanne;168
25252;Fourcatier-et-Maison-Neuve;119
25253;Fourg;380
25254;Les Fourgs;1414
25255;Fournet-Blancheroche;350
25256;Frambouhans;889
25257;Franey;267
25258;Franois;2260
25259;Frasne;1941
25261;Froidevaux;80
25262;Fuans;467
25263;Gellin;263
25264;Gémonval;83
25265;Geneuille;1282
25266;Geney;122
25267;Gennes;680
25268;Germéfontaine;113
25269;Germondans;60
25270;Gevresin;142
25271;Gilley;1767
25273;Glamondans;199
25274;Glay;339
25275;Glère;185
25276;Gondenans-Montby;166
25277;Gondenans-les-Moulins;80
25278;Gonsans;564
25279;Gouhelans;119
25280;Goumois;153
25281;Goux-lès-Dambelin;275
25283;Goux-sous-Landet;60
25284;Grand-Charmont;5857
25285;Grand'Combe-Châteleu;1506
25286;Grand'Combe-des-Bois;122
25287;Grandfontaine;1797
25288;Fournets-Luisans;735
25289;Grandfontaine-sur-Creuse;70
25290;La Grange;96
25293;Granges-Narboz;1324
25295;Les Grangettes;310
25296;Les Gras;790
25297;Le Gratteris;161
25298;Grosbois;252
25299;Guillon-les-Bains;110
25300;Guyans-Durnes;310
25301;Guyans-Vennes;856
25303;Hauterive-la-Fresse;225
25304;Hérimoncourt;3575
25305;L'Hôpital-du-Grosbois;592
25306;L'Hôpital-Saint-Lieffroy;123
25307;Les Hôpitaux-Neufs;927
25308;Les Hôpitaux-Vieux;463
25309;Houtaud;1178
25310;Huanne-Montmartin;102
25311;Hyémondans;214
25312;Hyèvre-Magny;64
25313;Hyèvre-Paroisse;195
25314;Indevillers;260
25315;L'Isle-sur-le-Doubs;2830
25316;Issans;239
25317;Jallerange;272
25318;Jougne;1859
25320;Labergement-Sainte-Marie;1241
25321;Villers-le-Lac;5228
25322;Laire;411
25323;Laissey;445
25324;Lanans;160
25325;Landresse;238
25326;Lantenne-Vertière;528
25327;Lanthenans;70
25328;Larnod;795
25329;Laval-le-Prieuré;35
25330;Lavans-Quingey;175
25331;Lavans-Vuillafans;245
25332;Lavernay;566
25333;Laviron;350
25334;Levier;2287
25335;Liebvillers;148
25336;Liesle;555
25338;Lizine;95
25339;Lods;234
25340;Lombard;193
25341;Lomont-sur-Crête;172
25342;Longechaux;78
25343;Longemaison;164
25344;Longevelle-lès-Russey;42
25345;Longevelle-sur-Doubs;661
25346;Longeville;187
25347;La Longeville;836
25348;Longevilles-Mont-d'Or;613
25349;Loray;615
25350;Lougres;727
25351;Le Luhier;242
25354;Luxiol;157
25355;Magny-Châtelard;63
25356;Maîche;4244
25357;Maisons-du-Bois-Lièvremont;854
25359;Malans;154
25360;Malbrans;179
25361;Malbuisson;855
25362;Malpas;286
25364;Mamirolle;1798
25365;Mancenans;314
25366;Mancenans-Lizerne;187
25367;Mandeure;4731
25368;Marchaux-Chaudefontaine;1446
25369;Marvelise;154
25370;Mathay;2148
25371;Mazerolles-le-Salin;219
25372;Médière;280
25373;Le Mémont;45
25374;Mercey-le-Grand;542
25375;Les Monts-Ronds;668
25376;Mérey-Vieilley;159
25377;Mésandans;233
25378;Meslières;338
25379;Mesmay;70
25380;Métabief;1395
25381;Miserey-Salines;2659
25382;Moncey;617
25383;Moncley;284
25384;Mondon;85
25385;Montagney-Servigney;126
25386;Montancy;120
25387;Montandon;372
25388;Montbéliard;25573
25389;Montbéliardot;112
25390;Montbenoît;401
25391;Mont-de-Laval;187
25392;Mont-de-Vougney;196
25393;Montécheroux;551
25394;Montenois;1427
25395;Montfaucon;1582
25397;Montferrand-le-Château;2185
25398;Montflovin;118
25400;Montgesoye;487
25401;Montivernage;27
25402;Montjoie-le-Château;23
25403;Montlebon;2209
25404;Montmahoux;91
25405;Montperreux;925
25406;Montrond-le-Château;563
25408;Montussaint;55
25410;Morre;1321
25411;Morteau;6867
25413;Mouthe;1019
25414;Le Moutherot;129
25415;Mouthier-Haute-Pierre;350
25416;Myon;179
25417;Naisey-les-Granges;808
25418;Nancray;1286
25419;Nans;93
25420;Nans-sous-Sainte-Anne;171
25421;Narbief;90
25422;Neuchâtel-Urtière;168
25424;Les Premiers Sapins;1560
25425;Noël-Cerneux;456
25426;Noirefontaine;327
25427;Noironte;397
25428;Nommay;1606
25429;Novillars;1396
25430;Ollans;38
25431;Onans;357
25432;Orchamps-Vennes;2169
25433;Orgeans-Blanchefontaine;40
25434;Ornans;4422
25435;Orsans;174
25436;Orve;56
25437;Osse;356
25438;Osselle-Routelle;958
25439;Ougney-Douvot;253
25440;Ouhans;388
25441;Ouvans;67
25442;Oye-et-Pallet;720
25443;Palantine;65
25444;Palise;142
25445;Paroy;119
25446;Passavant;189
25447;Passonfontaine;337
25448;Pelousey;1560
25449;Péseux;138
25450;Pessans;89
25451;Petite-Chaux;163
25452;Pierrefontaine-lès-Blamont;477
25453;Pierrefontaine-les-Varans;1371
25454;Pirey;2153
25455;Placey;197
25456;Plaimbois-du-Miroir;276
25457;Plaimbois-Vennes;118
25458;Les Plains-et-Grands-Essarts;211
25459;La Planée;317
25460;Le Val;241
25461;Pompierre-sur-Doubs;300
25462;Pontarlier;17849
25463;Pont-de-Roide-Vermondans;4030
25464;Les Pontets;133
25465;Pont-les-Moulins;206
25466;Pouilley-Français;832
25467;Pouilley-les-Vignes;2102
25468;Pouligney-Lusans;845
25469;Présentevillers;476
25470;La Prétière;158
25471;Provenchère;139
25472;Puessans;33
25473;Pugey;701
25474;Le Puy;108
25475;Quingey;1356
25476;Rahon;132
25477;Rancenay;412
25478;Randevillers;117
25479;Rang;388
25481;Raynans;338
25482;Recologne;701
25483;Reculfoz;36
25485;Rémondans-Vaivre;215
25486;Remoray-Boujeons;446
25487;Renédale;45
25488;Rennes-sur-Loue;108
25489;Reugney;275
25490;Rigney;378
25491;Rignosot;111
25492;Rillans;96
25493;La Rivière-Drugeon;922
25494;Rochejean;729
25495;Roche-lez-Beaupré;2210
25496;Roche-lès-Clerval;97
25497;Roches-lès-Blamont;616
25498;Rognon;49
25499;Romain;122
25500;Ronchaux;91
25501;Rondefontaine;38
25502;Roset-Fluans;558
25503;Rosières-sur-Barbèche;112
25504;Rosureux;80
25505;Rougemont;1021
25506;Rougemontot;90
25507;Rouhe;77
25508;Roulans;1125
25510;Ruffey-le-Château;364
25511;Rurey;357
25512;Le Russey;2501
25513;Sainte-Anne;50
25514;Saint-Antoine;320
25515;Sainte-Colombe;464
25516;Saint-Georges-Armont;125
25517;Saint-Gorgon-Main;267
25518;Saint-Hilaire;157
25519;Saint-Hippolyte;939
25520;Saint-Juan;185
25521;Saint-Julien-lès-Montbéliard;159
25522;Saint-Julien-lès-Russey;183
25523;Sainte-Marie;663
25524;Saint-Maurice-Colombier;904
25525;Saint-Point-Lac;301
25526;Sainte-Suzanne;1422
25527;Saint-Vit;4986
25528;Samson;70
25529;Sancey;1345
25532;Saône;3148
25533;Saraz;18
25534;Sarrageois;192
25535;Saules;232
25536;Sauvagney;194
25537;Scey-Maisières;288
25538;Séchin;116
25539;Seloncourt;5784
25540;Semondans;312
25541;Septfontaines;378
25542;Serre-les-Sapins;1865
25544;Servin;204
25545;Silley-Amancey;139
25546;Silley-Bléfond;61
25547;Sochaux;3795
25548;Solemont;134
25550;La Sommette;245
25551;Soulce-Cernay;140
25552;Sourans;116
25553;Soye;376
25554;Surmont;119
25555;Taillecourt;1121
25556;Tallans;47
25557;Tallenay;432
25558;Tarcenay-Foucherans;1508
25559;Thiébouhans;260
25560;Thise;3000
25561;Thoraise;339
25562;Thulay;209
25563;Thurey-le-Mont;117
25564;Torpes;1012
25565;Touillon-et-Loutelet;270
25566;La Tour-de-Sçay;319
25567;Tournans;113
25569;Trépot;546
25570;Tressandans;28
25571;Trévillers;521
25572;Trouvans;102
25573;Urtière;16
25574;Uzelle;179
25575;Vaire;800
25578;Valdahon;5724
25579;Val-de-Roulans;203
25580;Valentigney;10765
25582;Valleroy;145
25583;Valonne;262
25584;Valoreille;123
25586;Vandoncourt;814
25588;Vaucluse;120
25589;Vauclusotte;79
25590;Vaudrivillers;79
25591;Vaufrey;150
25592;Vaux-et-Chantegrue;638
25594;Velesmes-Essarts;357
25595;Vellerot-lès-Belvoir;94
25596;Vellerot-lès-Vercel;67
25597;Vellevans;241
25598;Venise;522
25599;Vennans;253
25600;Vennes;249
25601;Vercel-Villedieu-le-Camp;1703
25602;Vergranne;117
25604;Verne;125
25605;Vernierfontaine;483
25607;Vernois-lès-Belvoir;54
25608;Le Vernoy;178
25609;Verrières-de-Joux;481
25611;La Vèze;486
25612;Vieilley;675
25613;Viéthorey;92
25614;Vieux-Charmont;2873
25615;Villars-lès-Blamont;458
25616;Villars-Saint-Georges;284
25617;Villars-sous-Dampjoux;350
25618;Villars-sous-Écot;344
25619;Les Villedieu;210
25620;Ville-du-Pont;329
25621;Villeneuve-d'Amont;219
25622;Villers-Buzon;277
25623;Villers-Chief;137
25624;Villers-Grélot;144
25625;Villers-la-Combe;50
25626;Villers-Saint-Martin;224
25627;Villers-sous-Chalamont;296
25629;Voillans;196
25630;Voires;77
25631;Vorges-les-Pins;581
25632;Voujeaucourt;3130
25633;Vuillafans;699
25634;Vuillecin;658
25635;Vyt-lès-Belvoir;185
26001;Solaure en Diois;427
26002;Albon;1951
26003;Aleyrac;52
26004;Alixan;2645
26005;Allan;1874
26006;Allex;2567
26007;Ambonil;99
26008;Ancône;1359
26009;Andancette;1309
26010;Anneyron;4136
26011;Aouste-sur-Sye;2659
26012;Arnayon;18
26013;Arpavon;74
26014;Arthémonay;617
26015;Aubenasson;78
26016;Aubres;421
26017;Aucelon;16
26018;Aulan;9
26019;Aurel;253
26020;La Répara-Auriples;250
26021;Autichamp;143
26022;Ballons;90
26023;Barbières;1133
26024;Barcelonne;348
26025;Barnave;213
26026;Barret-de-Lioure;63
26027;Barsac;148
26028;Bathernay;224
26030;La Bâtie-des-Fonds;2
26031;La Bâtie-Rolland;1049
26032;La Baume-Cornillane;453
26033;La Baume-de-Transit;928
26034;La Baume-d'Hostun;592
26035;Beaufort-sur-Gervanne;476
26036;Beaumont-en-Diois;102
26037;Beaumont-lès-Valence;4201
26038;Beaumont-Monteux;1358
26039;Beauregard-Baret;899
26040;Beaurières;74
26041;Beausemblant;1435
26042;Beauvallon;1616
26043;Beauvoisin;144
26045;La Bégude-de-Mazenc;1698
26046;Bellecombe-Tarendol;69
26047;Bellegarde-en-Diois;92
26048;Bénivay-Ollon;77
26049;Bésayes;1249
26050;Bésignan;82
26051;Bézaudun-sur-Bîne;70
26052;Bonlieu-sur-Roubion;464
26054;Bouchet;1459
26055;Boulc;160
26056;Bourdeaux;693
26057;Bourg-de-Péage;9578
26058;Bourg-lès-Valence;19581
26059;Bouvante;209
26060;Bouvières;151
26061;Bren;652
26062;Brette;32
26063;Buis-les-Baronnies;2258
26064;Chabeuil;6873
26065;Chabrillan;760
26066;Le Chaffal;39
26067;Chalancon;59
26068;Le Chalon;203
26069;Chamaloc;124
26070;Chamaret;512
26071;Chanos-Curson;1158
26072;Chantemerle-les-Blés;1325
26073;Chantemerle-lès-Grignan;241
26074;La Chapelle-en-Vercors;748
26075;La Charce;24
26076;Charens;30
26077;Charmes-sur-l'Herbasse;843
26078;Charols;948
26079;Charpey;1531
26080;Chastel-Arnaud;45
26081;Châteaudouble;594
26082;Châteauneuf-de-Bordette;103
26083;Châteauneuf-de-Galaure;1817
26084;Châteauneuf-sur-Isère;4038
26085;Châteauneuf-du-Rhône;2796
26086;Châtillon-en-Diois;650
26087;Châtillon-Saint-Jean;1289
26088;Chatuzange-le-Goubet;6227
26089;Chaudebonne;61
26090;La Chaudière;36
26091;Chauvac-Laux-Montaux;43
26092;Chavannes;739
26093;Clansayes;523
26094;Claveyson;904
26095;Cléon-d'Andran;974
26096;Clérieux;1993
26097;Cliousclat;613
26098;Cobonne;170
26099;Colonzelle;537
26100;Combovin;465
26101;Comps;137
26102;Condillac;134
26103;Condorcet;504
26104;Cornillac;91
26105;Cornillon-sur-l'Oule;75
26106;La Coucourde;1188
26107;Crépol;528
26108;Crest;8756
26110;Crozes-Hermitage;655
26111;Crupies;99
26112;Curnier;207
26113;Die;4803
26114;Dieulefit;3230
26115;Divajeu;679
26116;Donzère;5952
26117;Échevis;56
26118;Épinouze;1523
26119;Érôme;822
26121;Espeluche;1126
26122;Espenel;185
26123;Establet;22
26124;Étoile-sur-Rhône;5526
26125;Eurre;1426
26126;Eygalayes;90
26127;Eygaliers;127
26128;Eygluy-Escoulin;65
26129;Eymeux;1065
26130;Eyroles;23
26131;Eyzahut;152
26133;Fay-le-Clos;177
26134;Félines-sur-Rimandoule;85
26135;Ferrassières;122
26136;Val-Maravel;50
26137;Francillon-sur-Roubion;188
26138;La Garde-Adhémar;1136
26139;Génissieux;2415
26140;Geyssans;722
26141;Gigors-et-Lozeron;214
26142;Glandage;117
26143;Le Grand-Serre;924
26144;Grane;2068
26145;Les Granges-Gontardes;679
26146;Grignan;1589
26147;Gumiane;20
26148;Hauterives;1887
26149;Hostun;1029
26150;Izon-la-Bruisse;12
26152;Jonchères;25
26153;Laborel;109
26154;Lachau;227
26155;Lapeyrouse-Mornay;1199
26156;Larnage;1044
26157;La Laupie;762
26159;Laval-d'Aix;114
26160;Laveyron;1246
26161;Lemps;46
26162;Lens-Lestang;886
26163;Léoncel;46
26164;Lesches-en-Diois;58
26165;Livron-sur-Drôme;9298
26166;Loriol-sur-Drôme;6619
26167;Luc-en-Diois;565
26168;Lus-la-Croix-Haute;526
26169;Malataverne;2218
26170;Malissard;3271
26171;Manas;183
26172;Manthes;670
26173;Marches;869
26174;Margès;1090
26175;Marignac-en-Diois;225
26176;Marsanne;1276
26177;Marsaz;701
26178;Menglon;537
26179;Mercurol-Veaunes;2841
26180;Mérindol-les-Oliviers;210
26181;Mévouillon;231
26182;Mirabel-aux-Baronnies;1520
26183;Mirabel-et-Blacons;1192
26185;Mirmande;599
26186;Miscon;66
26188;Mollans-sur-Ouvèze;1059
26189;Montauban-sur-l'Ouvèze;118
26190;Montaulieu;88
26191;Montboucher-sur-Jabron;2507
26192;Montbrison-sur-Lez;271
26193;Montbrun-les-Bains;443
26194;Montchenu;596
26195;Montclar-sur-Gervanne;194
26196;Montéléger;1707
26197;Montélier;4306
26198;Montélimar;40399
26199;Montferrand-la-Fare;27
26200;Montfroc;92
26201;Montguers;49
26202;Montjoux;328
26203;Montjoyer;278
26204;Montlaur-en-Diois;145
26205;Montmaur-en-Diois;85
26206;Montmeyran;2960
26207;Montmiral;672
26208;Montoison;1948
26209;Montréal-les-Sources;24
26210;Valherbasse;1021
26211;Montségur-sur-Lauzon;1369
26212;Montvendre;1255
26213;Moras-en-Valloire;687
26214;Mornans;80
26215;La Motte-Chalancon;405
26216;Saint-Jean-de-Galaure;1265
